جنسیت,سهمیه,شهر,رتبه کشوری,رتبه در سهمیه,نوع بذیرش,دانشگاه,رشته
زن,1,تهران,3044,980,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
زن,1,تهران,3059,986,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
زن,1,شیراز,3068,989, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شیراز  ,پزشکی 
زن,1,مشهد,3074,992,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
مرد,1,بیرجند,3092,999, روزانه, دانشگاه علوم پزشکی بیرجند ,دندانپزشکی 
مرد,1,تهران,3092,999,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
مرد,1,مشهد,3092,999,  روزانه, دانشگاه علوم پزشکی بیرجند ,دندانپزشکی 
زن,1,مشهد,3099,1004, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
مرد,1,تهران,3105,1008,تهران  - روزانه, دانشگاه شاهد,پزشکی 
مرد,1,تهران,3105,1008,تهران  -  روزانه, دانشگاه شاهد,پزشکی 
زن,1,مشهد,3114,1013,  روزانه, دانشگاه علوم پزشکی بیرجند ,دندانپزشکی 
زن,1,مشهد,3143,1020,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
زن,1,مشهد,3149,1021,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد مشهد ,پزشکی 
زن,1,مشهد,3157,1025,  روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
زن,1,نیشابور,3157,1025, روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
مرد,1,چناران,3157,1025,  روزانه, دانشگاه علوم پزشکی سمنان  ,دندانپزشکی 
زن,1,تبریز,3162,1028, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,1,شیراز,3174,1032,  روزانه, دانشگاه علوم پزشکی یاسوج  ,دندانپزشکی 
مرد,1,تبریز,3202,1040,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تبریز ,دندانپزشکی 
مرد,1,تهران,3234,1048,تهران  -  روزانه, دانشگاه شاهد,پزشکی 
زن,1,تهران,3239,1051,  روزانه, دانشگاه علوم پزشکی تهران  ,فیزیوتراپی 
زن,1,تهران,3239,1051, مناطق محروم, دانشگاه علوم پزشکی شهید بهشتی  ,دندانپزشکی 
مرد,1,تهران,3257,1061,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
مرد,1,قزوین,3257,1061, روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
زن,1,تبریز,3257,1061, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,1,تبریز,3261,1063,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,1,اراک,3272,1065, روزانه, دانشگاه علوم پزشکی اراک ,دندانپزشکی 
زن,1,تهران,3272,1065,  روزانه, دانشگاه علوم پزشکی اراک  ,دندانپزشکی 
مرد,1,تهران,3287,1069,  روزانه, دانشگاه علوم پزشکی تهران  ,فیزیوتراپی 
زن,1,تبریز,3298,1070,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
مرد,1,ساری,3323,1080, ساری  - روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
مرد,1,تبریز,3332,1083, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,1,تهران,3344,1084,تهران  -  روزانه, دانشگاه شاهد,پزشکی 
مرد,1,تبریز,3354,1085,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
زن,1,اصفهان,3369,1088,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
مرد,1,تبریز,3380,1092, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,1,تبریز,3424,1109, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,1,تبریز,3424,1109,  روزانه, دانشگاه علوم پزشکی زنجان  ,دندانپزشکی 
زن,1,تبریز,3430,1112,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تبریز ,پزشکی 
زن,1,تهران,3436,1113,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
مرد,1,تهران,3479,1126,  روزانه, دانشگاه علوم پزشکی زنجان  ,دندانپزشکی 
زن,1,تهران,3479,1126,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
زن,1,برخوار,3486,1130,  روزانه, دانشگاه علوم پزشکی اراک  ,پزشکی 
زن,1,تبریز,3486,1130, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,1,اراک,3486,1130, روزانه, دانشگاه علوم پزشکی اراک ,پزشکی 
زن,1,اصفهان,3492,1133,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد نجف آباد ,پزشکی 
مرد,1,شهرک سهند,3519,1135,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,1,رفسنجان,3524,1138, روزانه, دانشگاه علوم پزشکی رفسنجان ,دندانپزشکی 
مرد,1,مشهد,3524,1138,  روزانه, دانشگاه علوم پزشکی رفسنجان  ,دندانپزشکی 
مرد,1,اصفهان,3537,1141, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,1,تهران,3543,1143, مناطق محروم, دانشگاه علوم پزشکی تهران  ,دندانپزشکی 
مرد,1,تهران,3579,1151,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
زن,1,مشهد,3594,1156,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
زن,1,اصفهان,3598,1158,  روزانه, دانشگاه علوم پزشکی شهرکرد  ,پزشکی 
مرد,1,شیراز,3602,1160,  روزانه, دانشگاه علوم پزشکی بوشهر  ,دندانپزشکی 
مرد,1,بوشهر,3602,1160, روزانه, دانشگاه علوم پزشکی بوشهر  ,دندانپزشکی 
مرد,1,تبریز,3612,1163,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,1,اصفهان,3612,1163, پردیس خودگردان یا ظرفیت مازاد, دانشگاه آزاد اسلامی واحد خوراسگان ,دندانپزشکی 
مرد,1,تهران,3619,1167,تهران  -  روزانه, دانشگاه شاهد,پزشکی 
مرد,1,اصفهان,3638,1174, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
مرد,1,تبریز,3638,1174,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,1,تهران,3651,1180,  روزانه, دانشگاه علوم پزشکی شیراز  ,داروسازی 
زن,1,تبریز,3651,1180, روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
مرد,1,اصفهان,3680,1187,  روزانه, دانشگاه علوم پزشکی یزد ,داروسازی 
زن,1,اصفهان,3687,1190, پردیس خودگردان یا ظرفیت مازاد, دانشگاه آزاد اسلامی واحد خوراسگان ,دندانپزشکی 
مرد,1,ارومیه,3692,1192,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,1,بجنورد,3704,1197, بجنورد  - روزانه, دانشگاه علوم پزشکی خراسان شمالی ,پزشکی 
مرد,1,مشهد,3704,1197, بجنورد  -  روزانه, دانشگاه علوم پزشکی خراسان شمالی ,پزشکی 
مرد,1,تهران,3724,1204,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
مرد,1,قزوین,3724,1204, روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
مرد,1,تهران,3724,1204, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
مرد,1,تبریز,3724,1204,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تبریز ,پزشکی 
زن,1,تهران,3745,1209, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
زن,1,شیراز,3752,1210,  روزانه, دانشگاه علوم پزشکی فسا  ,پزشکی 
مرد,1,بجنورد,3755,1211, بجنورد  - روزانه, دانشگاه علوم پزشکی خراسان شمالی ,پزشکی 
زن,1,اصفهان,3761,1213,  روزانه, دانشگاه علوم پزشکی اصفهان  ,داروسازی 
مرد,1,شبستر,3761,1213, مناطق محروم, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
زن,1,تهران,3786,1221, خرم آباد  -  روزانه, دانشگاه علوم پزشکی لرستان ,دندانپزشکی 
زن,1,اصفهان,3802,1224,  روزانه, دانشگاه علوم پزشکی شهرکرد  ,پزشکی 
زن,1,اصفهان,3810,1225, روزانه, دانشگاه علوم پزشکی اصفهان  ,داروسازی 
زن,1,تبریز,3810,1225,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,1,اصفهان,3825,1228,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,1,شیراز,3825,1228,  روزانه, دانشگاه علوم پزشکی کرمان  ,پزشکی 
زن,1,کرمان,3825,1228, روزانه, دانشگاه علوم پزشکی کرمان ,پزشکی 
زن,1,نیشابور,3837,1232, روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
زن,1,رشت,3864,1240, رشت  - روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
زن,1,تهران,3864,1240, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
مرد,1,تبریز,3870,1243,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
مرد,1,تبریز,3874,1244,  روزانه, دانشگاه علوم پزشکی اردبیل  ,پزشکی 
مرد,1,اصفهان,3890,1249,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
زن,1,تهران,3899,1252,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
مرد,1,اصفهان,3907,1255,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
مرد,1,یزد,3907,1255, روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
مرد,1,تهران,3916,1258, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
مرد,1,رشت,3916,1258, رشت  - روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
زن,1,اصفهان,3936,1265, مناطق محروم, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
زن,1,تبریز,3943,1268,  روزانه, دانشگاه علوم پزشکی اردبیل  ,پزشکی 
زن,1,تهران,3950,1271,  روزانه, دانشگاه علوم پزشکی تهران  ,فیزیوتراپی 
مرد,1,تبریز,3950,1271,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,1,تبریز,3976,1279,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,پزشکی 
زن,1,شهرکرد,3985,1282, روزانه, دانشگاه علوم پزشکی شهرکرد  ,پزشکی 
مرد,1,اصفهان,3989,1285,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
مرد,1,تهران,3989,1285, مناطق محروم, دانشگاه علوم پزشکی تهران  ,دندانپزشکی 
مرد,1,تبریز,4007,1294, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی زنجان  ,داروسازی 
زن,1,بابل,4015,1296, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی بابل  ,دندانپزشکی 
مرد,1,اهواز,4033,1299, اهواز  - روزانه, دانشگاه علوم پزشکی جندی شاپور,دندانپزشکی 
زن,1,تهران,4050,1304,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
زن,1,تهران,4072,1315,  روزانه, دانشگاه علوم پزشکی قم  ,پزشکی 
مرد,1,تبریز,4098,1319,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
مرد,1,تهران,4098,1319,  روزانه, دانشگاه علوم پزشکی بوشهر  ,دندانپزشکی 
مرد,1,کلاردشت /حسن کیف,4109,1322,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
زن,1,مشهد,4115,1325, روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
زن,1,فردیس,4122,1328,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
زن,1,تهران,4131,1330,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
مرد,1,تهران,4131,1330, مناطق محروم, دانشگاه علوم پزشکی تهران  ,دندانپزشکی 
مرد,1,مشهد,4164,1338,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
زن,1,تهران,4164,1338, مناطق محروم, دانشگاه علوم پزشکی شهید بهشتی  ,دندانپزشکی 
مرد,1,اردبیل,4174,1342, روزانه, دانشگاه علوم پزشکی اردبیل  ,پزشکی 
زن,1,مشهد,4182,1345, مناطق محروم, دانشگاه علوم پزشکی مشهد  ,دندانپزشکی 
زن,1,یزد,4190,1347, روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,1,تهران,4224,1355, مناطق محروم, دانشگاه علوم پزشکی تهران  ,پزشکی 
زن,1,شیراز,4224,1355,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,1,تهران,4250,1363,  روزانه, دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران  ,دندانپزشکی 
زن,1,تهران,4250,1363, روزانه, دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران  ,دندانپزشکی 
زن,1,تهران,4259,1366,  روزانه, دانشگاه علوم پزشکی کرج  ,داروسازی 
مرد,1,مشهد,4275,1369, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,داروسازی 
زن,1,اصفهان,4275,1369,  روزانه, دانشگاه علوم پزشکی شهرکرد  ,پزشکی 
مرد,1,مشهد,4281,1372,  روزانه, دانشگاه علوم پزشکی زاهدان  ,دندانپزشکی 
